Plot,Title,Year
"Ryan Weaver romances beautiful women before he kills them. Ryan is arrested, convicted, and is part of a Christmas Eve transfer of prisoners on a transcontinental 747 commercial flight. Other airlines at JFK may have holiday passengers waiting on stand-by, but this jumbo jet takes off with a lot of empty seats. Ryan and another prisoner overpower and kill their guards. The few civilian passengers are herded into a ""pantry"" on the plane and are not seen again until the end of the movie. Ryan eliminates the other prisoners and all the crew members except Teri Halloran. The remainder of the movie follows a ""cat-and-mouse"" game between Ryan and Teri on the 747.",Turbulence,1997
"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",Turbo: A Power Rangers Movie,1997
"A drug deal goes wrong causing a foursome, led by a lunatic killer, to go on the run. A couple in a recreational vehicle are initially kidnapped, but soon the male hostage is emulating his kidnappers and wants to stay involved in the chase.","Truth or Consequences, N.M.",1997
"In this movie, Truman is a man whose life is a fake one... The place he lives is in fact a big studio with hidden cameras everywhere, and all his friends and people around him, are actors who play their roles in the most popular TV-series in the world: The Truman Show. Truman thinks that he is an ordinary man with an ordinary life and has no idea about how he is exploited. Until one day... he finds out everything. Will he react?",The Truman Show,1998
"Lawyer Charlie Tuttle is defending his wife's relative Benny Gibbs in a class action fraud suit, but when he gets to the city where court takes place, he gets drunk and the following day, when the hearings begin, his friend, actor Richard Rjetti takes his place posing as Charlie. The bad thing is that Richard doesn't know anything about being a lawyer, and Charlie has to teach him as the court goes on.",Trial and Error,1997
"A young man, Pat, visits the clan of gypsy-like grifters (Irish Travellers) in rural North Carolina from whom he is descended. He is at first rejected, but cousin Bokky takes him on as an apprentice. Pat learns the game while Bokky falls in love and desires a different life.",Traveller,1997
"When Juvenal, a presumed miracle worker, appears on the scene Bill Hill attempts to exploit him but his plans go astray with the untimely intervention of August Murray and the developing relationship between Juvenal and Lynn Faulkner.",Touch,1997
"Agent James Bond 007 is on a mission which includes a media tycoon, his former lover and a Chinese agent. Elliot Carver wants to complete his global media empire, but in order for this to work, he must achieve broadcasting rights in China. Carver wants to start up World War III by starting a confrontation over British and Chinese waters. Bond gains the help of Wai Lin on his quest to stop him, but how will Bond feel when he meets up with his former lover, who is now Carver's wife.",Tomorrow Never Dies,1997
"84 years later, a 100 year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",Titanic,1997
"Three diverse characters, for the most part intellectually challenged, find a deserted plane with a bag full of millions of dollars inside. They devise a simple plan to keep the money if no-one claims it. Ofcourse, nothing turns out simple...",A Simple Plan,1998
"A THOUSAND ACRES is a drama about an American family who meets with tragedy on their land. It is the story of a father, his daughters, and their husbands, and their passion to subdue the history of their land and its stories.",A Thousand Acres,1997
"Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family (and his tough son Victor), and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains, but only if Thomas will also go with him. Thomas and Victor hit the road.",Smoke Signals,1998
"Lily and Dan are a couple who have been divorced for years. When their daughter, Molly gets married she invites them. At the reception, Lily and Dan bicker loudly so Molly asks them to leave. It's while they are alone that their banter turns into passion and they get it on. Later while Molly is having her wedding night she discovers her parents together and freaks out. The next day they run off and their partners are wondering where they are. Molly decides to try and find them and she enlists a paparazzi who's been following her mother to help find them.",That Old Feeling,1997
"In a small Massachusetts town, two bumbling criminals mistakenly kidnap a maid, thinking her to be the wife of a prominent businessman. D.C., short for Darn Cat, is an alley cat who, while looking for his nightly snack, stumbles upon the kidnap victim, bound and gagged in a shed. The kidnap victim scratches a plea for help on the back of her wristwatch and puts it around the cat's neck. Patti finds the watch and links it to the missing maid. Playing amateur detective, she enlists the aid of an FBI agent, Zeke, who has been assigned to the case. Patti and Zeke follow D.C. through tight openings to track down the captive.",That Darn Cat,1997
