Plot,Title,Year
"Navy SEAL Lieutenant A.K. Waters and his elite squadron of tactical specialists are forced to choose between their duty and their humanity, between following orders by ignoring the conflict that surrounds them, or finding the courage to follow their conscience and protect a group of innocent refugees. When the democratic government of Nigeria collapses and the country is taken over by a ruthless military dictator, Waters, a fiercely loyal and hardened veteran is dispatched on a routine mission to retrieve a Doctors Without Borders physician, Dr. Lena Kendricks. Dr. Kendricks, an American citizen by marriage, is tending to the victims of the ongoing civil war at a Catholic mission in a remote village. When Waters arrives, however, Dr. Kendricks refuses to leave unless he promises to help deliver the villagers to political asylum at the nearby border. If they are left behind, they will be at the mercy of the enormous rebel army. Waters is under strict orders from his commanding officer Captain Bill Rhodes to remain disengaged from the conflict. But as he and his men witness the brutality of the rebels first-hand, they are won over to Dr. Kendricks' cause and place their lives at risk by agreeing to escort the villagers on a perilous trek through the dense jungle. As they move through the countryside on foot, Waters' team, experts at evasion and concealment, are inexplicably and ferociously pursued by an army of rebels. They are confounded until they discover that, among the refugees, is the sole survivor of the country's previous ruling family, whom the rebels have been ordered to eliminate at all costs. Waters and his small band of soldiers must weigh the life of one man against their own and the refugees they feel obliged to protect.",Tears of the Sun,2003
"Against the backdrop of aged has-been rock star Billy Mack's Christmas themed comeback cover of ""Love Is All Around"" which he knows is crap and makes no bones about it much to his manager Joe's chagrin as he promotes the record, several interrelated stories about romantic love and the obstacles to happiness through love for Londoners are presented in the five weeks preceding Christmas. Daniel's wife has just passed away, leaving him to take care of his adolescent stepson Sam by himself. Daniel is uncertain how to deal with Sam and his problems without his wife present, especially in light of a potential budding romance within their household. Juliet and Peter have just gotten married. They believe that Peter's best friend and best man Mark hates Juliet but won't say so to his or her face. Others looking at the situation from the outside believe Mark is jealous of Juliet as he is in love with Peter himself. Jamie, a writer, is taking a writing retreat by himself in rural France following catching his latest girlfriend in an indiscretion. Jamie ends up spending much time in France with Aurélia, the Portuguese woman hired as the housekeeper. The question becomes not only if they can communicate their day-to-day needs with each other as she speaks no English, he speaks no Portuguese, and neither speaks French well, but communicate what seems to be their increasing mutual attraction to each other. Sarah has been in love with her co-worker Karl for the two years they have worked together, this attraction which everyone in their workplace knows about. Sarah has to decide if she can be forward enough to express this love directly to Karl, especially in light of what has been her personal priority of dealing with a family issue. Harry and Karen have been in a stable long term marriage. His new assistant Mia drops hints to him that she would like them to be romantically involved. Harry has to decide whether to fall to the temptation, especially considering being married to a perceptive wife. Single and relatively young David is the newly elected Prime Minister. At 10 Downing Street, he is attracted to one of the new household servants, slightly overweight Natalie, but isn't sure what to do about it seeing as to their respective positions, the probable public scrutiny, and an incident involving the visiting U.S. President. Socially unaware Colin believes that the lack of romantic love in his life is all the fault of standoffish British women. As such, he decides to take decisive albeit somewhat unusual geographic action. And John and Judy are movie body doubles. They can communicate with each other straightforwardly while they are simulating sex filming a movie, but they may not be able to translate the feelings behind that simulation in real life to each other.",Love Actually,2003
"When a powerful developer named Mr. Scheck wants to knock down all the stores and houses in Arnold's neighborhood to build a huge ""mall-plex"", it looks likes the neighborhood is doomed to disappear. But with the help of a superhero and a mysterious deep-voiced stranger, Arnold and Gerald will need to recover a crucial document in order to save their beloved neighborhood.",Hey Arnold! The Movie,2002
"A government agent trains a typical teenager Cody Banks who loves to skateboard, hates math, and feels like a complete idiot around girls, in the ways of covert operations that require younger participants. But Cody's got a secret--he's actually part of a secret teen CIA program. Cody's living every boy's dream life--he can drive like a stunt man, has an incredible arsenal of cool gadgets, and his agency mentor, Ronica Miles, is totally hot. But Cody's training is put to the test when he's sent to pose as a prep school student and befriend fellow teen Natalie Connors in order to gain access to her father--a scientist unknowingly developing a fleet of deadly pair of twisted villains called the nanobots for the evil organization ERIS, which can destroy any carbon or silicon-based substance-to destroy the world's defense systems so he can threaten anyone who opposes him. From runaway cars and high-speed snowboard chases to a spectacular final mountaintop showdown, Cody has to use everything he's learned to prove himself as an agent and stop ERIS from completing their mission before their mission fails.",Agent Cody Banks,2003
"Harvard educated lawyer Lucy Kelson, following in the footsteps of her lawyer parents, uses her career for social activism. She hides any sense of femininity behind her work. George Wade is the suave public face of the Manhattan-based Wade Corporation, a development firm that Lucy routinely opposes and whose true head is George's profit-oriented brother, Howard Wade. George, who has a reputation as a lady's man, has had as his legal counsel a series of beautiful female lawyers with questionable credentials, they who have more primarily acted as his casual sex partners. Needing a real lawyer, he offers Lucy the job of his legal counsel on a chance meeting. Despite warnings from her parents in working for the ""enemy"", Lucy, who has no intention of being the latest in his bed partners, accepts the job as she feels she can do more good from the inside, and as George, as part of the job offer, promises not to demolish a community center in a heritage building as part of a development project near her childhood Coney Island home where her parents still live. Although Lucy is able to effect the type of change she wanted from this position, she finds she cannot deal with George's expectations of her, namely being his primary confidante and advisor at all hours of the day and night, mostly about issues she considers frivolous. As such, she gives him two weeks notice, although she promises to help George find her replacement. As Lucy begins to review resumes, George himself unilaterally decides to hire June Carver, a fellow Harvardite, but who seems to have her sights set on George as both a boss and personal partner. As June begins to replace Lucy in seemingly all aspects of George's life, Lucy begins to realize that she herself has fallen for George. However, Lucy's feelings for George and her attempts to re-ingratiate herself into George's life are placed into jeopardy when she learns of a Wade Corporation decision against her basic sensibilities.",Two Weeks Notice,2002
"Liam is a young, restless teen struggling to realize his dream in the gritty and dismal streets of Greenock, where unemployment is rampant and little hope is available to the city's youth. He is waiting for the release of his mother, Jean, from prison where she is completing a prison term for a crime that her boyfriend actually committed. Her boyfriend, Stan, is a crude and obnoxious drug pusher is partnered by Liam's equally rough and foul-mouthed, mean-spirited grandfather. Liam is determined to rescue his mother from both of them, which means creating a safe haven beyond their reach. But first he's got to raise the cash--no small feat for a young man. It's not long before Liam and his pals' crazy schemes lead them into all sorts of trouble. Finding himself dangerously out of his depth, Liam knows he should walk away. Only this time, he just can't let go.",Sweet Sixteen,2002
"Wendell Rohr is a torts lawyer taking on the gun lobby. Rankin Fitch is the jury consultant for the Defendants and between them the battle is for the hearts and minds of the jury. But there is someone on the inside. Nicholas Easter is a juror with a girlfriend, Marlee, on the outside. they have a past ..... and their own agenda.",Runaway Jury,2003
N/A,#DUPE#,2001
"Matt Whitlock, the police chief of the small town of Banyan Key, Florida, is separated from his wife, Alex, a police homicide detective in MIami. Matt's been having an affair with Ann Merai Harrison, a woman who's separated from her abusive husband, Chris, and who says that she has cancer. When her doctor tells her of a new expensive treatment, Matt decides to give her the nearly half a million dollars in an evidence lock up that he seized from a local drug bust. When Ann and her husband turn up dead only days after naming Chief Whitlock as beneficiary on a million dollar Life insurance policy, things start heating up for Whitlock as the evidence his wife Alex is gathering stacks up against him. And as if things couldn't get worse, the D.E.A. now want the drug money a.s.a.p. Anxiety runs high for Whitlock as he scrambles to figure out who has set him up and also recover half a million dollars all while trying not to break a sweat or draw any suspicions. He's a man who is way out of his depth, nearly out of luck, and desperately close to being out of time.",Out of Time,2003
"Recently ordained a priest, 24-year-old Father Amaro is sent to a small parish church in Los Reyes, Mexico to assist the aging Father Benito in his daily work. Benito--for years a fixture in the church as well as the community--welcomes Father Amaro into a new life of unseen challenges. Upon arriving in Los Reyes, the ambitious Father Amaro meets Amelia, a beautiful 16-year-old girl whose religious devotion soon becomes helplessly entangles in a growing attraction to the new priest. Amelia is quickly following into the footsteps of her mother, Sanjuanera, who has been engaged in a long-time affair with Father Benito. Amaro soon discovers that corruption and the Church are old acquaintances in Los Reyes. Father Benito has been receiving financial help from the region's drug lord for the construction of a new health clinic. As well, another priest in the diocese, Father Natalio, is suspected of assisting guerilla troops in the highlands. Maenwhile, Amelia and Father Amaro have fallen in love and have begun a passionate sexual relationship. As things become increasingly more complicated in the small community, the walls around Father Amaro begin to crumble. Torn between the divine and the carnal, the righteous and the unjust, Father Amaro must summon his strength to choose which life he will lead.",El crimen del padre Amaro,2002
"Based on a true story, this is about the Irish journalist Veronica Guerin (Cate Blanchett), a reporter for The Sunday Independent, who exposed some of Dublin's most powerful crime barons and drug lords in 1996. But later that year she was gunned down by assasins hired by the same criminal drug lords she exposed.",Veronica Guerin,2003
"Conrad and Sally Walden (Spencer Breslin and Dakota Fanning) are home alone with their pet fish. It is raining outside, and there is nothing to do. Until The Cat in the Hat ('Mike Myers') walks in the front door. He introduces them to their imagination, and at first it's all fun and games, until things get out of hand, and The Cat must go, go, go, before their parents get back.",The Cat in the Hat,2003
"In a very poor zone of New York, April Burns and her boyfriend, the Afro-American Bobby, are preparing to receive April's family for thanksgiving dinner. While Bobby tries to borrow a suit for himself, April realizes that her stove is broken. She tries desperately to find a neighbor that can let her cook the turkey, since she does not want to fail (again) with her family. Meanwhile, in a suburb of Pennsylvania, her dysfunctional family is preparing to travel to New York. While driving, the relationship between the Burns and their black-sheep April is disclosed through the conversations between her father Jim, her resented mother Joy, her brother, her sister and her grandmother.",Pieces of April,2003
"The second part of Aki Kaurismäki's ""Finland"" trilogy, the film follows a man who arrives in Helsinki and gets beaten up so severely he develops amnesia. Unable to remember his name or anything from his past life, he cannot get a job or an apartment, so he starts living on the outskirts of the city and slowly starts putting his life back on track.",The Man Without a Past,2002
"Renowned adventurer Allan Quatermain leads a team of extraordinary figures with legendary powers to battle the technological terror of a madman known as ""The Fantom."" This ""League"" comprises seafarer/inventor Captain Nemo, vampiress Mina Harker, an invisible man named Rodney Skinner, American secret service agent Tom Sawyer, the ageless and invincible Dorian Gray, and the dangerous split personality of Dr. Jekyll/Mr. Hyde.",The League of Extraordinary Gentlemen,2003
"Traudl Junge was Adolf Hitler's private secretary, from Autumn 1942 until the collapse of the Nazi regime. She worked for him at the Wolfsschanze in Obersalzberg, on his private train and, finally, in his bunker in the besieged capital. It was Traudl Junge to whom Hitler dictated his final testament. In her first ever on-camera interview, 81-year-old Junge talks about her unique life. In the spring of 2001, Andre Heller succeeded in convincing Traudl Junge how valuable it is to record her unique memories. Fifty-six years after the end of the Second World War, an important eyewitness reveals her experiences to us. What she saw and heard turned her into an furious opponent of National Socialism; an opponent, moreover, who is still painfully aware and seems incapable of forgiving the young girl she once was--for her naivete, ignorance, and her liking for Hitler.",Blind Spot. Hitler's Secretary,2002
"""But if you forget to come back for Madame Zeroni, you and your family will be cursed for always and eternity."" Those were the exact words spoken to young Elya Yelnats the day he forgot to repay Madame Zeroni. From then on his family was cursed with bad luck. One hundred years later Stanley Yelnats IV is accused of stealing a pair of cleats from a major league baseball player and sent to Camp Green Lake (a dry lake bed in the middle of the desert). It never rains at Camp Green Lake, it hasn't for one hundred years. The secretive and mysterious Warden has each inmate spend every day digging one hole to ""build character."" But when an artifact from the famous ""Kissin' Kate"" Barlow is found in a hole, the Warden forces the boys to work double time leading Stanley to deduce they're digging because the Warden is looking for something. But what? And how is the mystery of Camp Green Lake connected to Stanley's family curse?",Holes,2003
"In April 1805 during the Napoleonic Wars, H.M.S. Surprise, a British frigate, is under the command of Captain Jack Aubrey. Aubrey and the Surprise's current orders are to track and capture or destroy a French privateer named Acheron. The Acheron is currently in the Atlantic off South America headed toward the Pacific in order to extend Napoleon's reach of the wars. This task will be a difficult one as Aubrey quickly learns in an initial battle with the Acheron that it is a bigger and faster ship than the Surprise, which puts the Surprise at a disadvantage. Aubrey's single-mindedness in this seemingly impossible pursuit puts him at odds with the Surprise's doctor and naturalist, Stephen Maturin, who is also Aubrey's most trusted advisor on board and closest friend. Facing other internal obstacles which have resulted in what they consider a string of bad luck, Aubrey ultimately uses Maturin's scientific exploits to figure out a way to achieve his and the ship's seemingly impossible goal.",Master and Commander: The Far Side of the World,2003
