Plot,Title,Year
"Clue is a movie about six guests, a butler, and a maid, who are all involved in the murders of six people. The guests all meet at Hill House, where you learn that Professor Plum works in D.C., where everyone else lives. Colonel Mustard is a client of Miss Scarlet, who is the ex-employer of Yvette, the maid, who had an affair with the husband of Mrs. White, etc. Blackmailer Mr. Boddy gives each guest a weapon and tells them to kill butler Wadsworth to avoid being exposed. Add in Mrs. Peacock's craziness and Mr. Green's clumsiness, and meet a whole group tangled in a web of murder, lies, and hilarity.",Clue,1985
"Beyond being in the same class at Shermer High School in Shermer, Illinois, Claire Standish, Andrew Clark, John Bender, Brian Johnson and Allison Reynolds have little in common, and with the exception of Claire and Andrew, do not associate with each other in school. In the simplest and in their own terms, Claire is a princess, Andrew an athlete, John a criminal, Brian a brain, and Allison a basket case. But one other thing they do have in common is a nine hour detention in the school library together on Saturday, March 24, 1984, under the direction of Mr. Vernon, supervising from his office across the hall. Each is required to write a minimum one thousand word essay during that time about who they think they are. At the beginning of those nine hours, each, if they were indeed planning on writing that essay, would probably write something close to what the world sees of them, and what they have been brainwashed into believing of themselves. But based on their adventures during that nine hours, they may come to a different opinion of themselves and the other four.",The Breakfast Club,1985
"Centuries ago, in the land of Prydain, a young man named Taran is given the task of protecting Hen Wen, a magical oracular pig, who knows the location of the mystical black cauldron. This is not an easy task, for The Evil Horned King will stop at nothing to get the cauldron.",The Black Cauldron,1985
"The teenager Lane Meyer has a crush on his girlfriend Beth Truss. When Beth dumps him to stay with the successful skier Roy Stalin, Lane is depressed and decides to commit suicide. However he gives up and tries to improve his skill of skier to ski the dangerous K12 slope to impress Beth. Meanwhile his neighbor Mrs. Smith receives the exchange French student Monique Junot and her fat son Ricky Smith considers Monique his girlfriend; however, Monique has an unrequited crush on Lane that does not note her. When Lane stumbles upon Monique in a high-school party, he befriends her. The upset Lane challenges Roy in a competition on the K12 slope but then he regrets. However Monique is a great mechanic and skier, and fix Lane's Camaro and teaches him how to ski the K12 slope. What will happen to Lane?",Better Off Dead...,1985
"Marty McFly, a typical American teenager of the Eighties, is accidentally sent back to 1955 in a plutonium-powered DeLorean ""time machine"" invented by a slightly mad scientist. During his often hysterical, always amazing trip back in time, Marty must make certain his teenage parents-to-be meet and fall in love - so he can get back to the future.",Back to the Future,1985
"Bastian is a young boy who lives a dreary life being tormented by school bullies. On one such occasion he escapes into a book shop where the old proprieter reveals an ancient story-book to him, which he is warned can be dangerous. Shortly after, he ""borrows"" the book and begins to read it in the school attic where he is drawn into the mythical land of Fantasia, which desperately needs a hero to save it from destruction.",The NeverEnding Story,1984
"In 1982 legendary British heavy metal band Spinal Tap attempt an American comeback tour accompanied by a fan who is also a film-maker. The resulting documentary, interspersed with powerful performances of Tap's pivotal music and profound lyrics, candidly follows a rock group heading towards crisis, culminating in the infamous affair of the eighteen-inch-high Stonehenge stage prop.",This Is Spinal Tap,1984
"In the wake of Spock's ultimate deed of sacrifice, Admiral Kirk and the Enterprise crew return to Earth for some essential repairs to their ship. When they arrive at Spacedock, they are shocked to discover that the Enterprise is to be decommissioned. Even worse, Dr. McCoy begins acting strangely and Scotty has been reassigned to another ship. Kirk is forced to steal back the Enterprise and head across space to the Genesis Planet to save Spock and bring him to Vulcan. Unknown to them, the Klingons are planning to steal the secrets of the Genesis Device for their own deadly purpose.",Star Trek III: The Search for Spock,1984
"Allen Bauer is rescued from drowning as a young boy off Cape Cod by a young mermaid. Years later, he returns to the same location, and once again manages to fall into the sea, and is rescued once more by the mermaid (Allen isn't sure what he has seen and what he has imagined). Using maps from a sunken ship, the mermaid decides to search for Allen in New York City, sprouting legs when her tail dries. On finding Allen, they fall in love, but she has a secret, which will no longer be a secret if she gets her legs wet.",Splash,1984
"Samantha's life is going downhill fast. The sixteen-year-old has a crush on the most popular boy in school, and the geekiest boy in school has a crush on her. Her sister's getting married, and with all the excitement the rest of her family forgets her birthday! Add all this to a pair of horrendously embarrassing grandparents, a foreign exchange student named Long Duk Dong, and we have the makings of a hilarious journey into young womanhood.",Sixteen Candles,1984
"Joan Wilder, a mousy romance novelist, receives a treasure map in the mail from her recently murdered brother-in-law. Meanwhile, her sister Elaine is kidnapped in Colombia and the two criminals responsible demand that she travel to Colombia to exchange the map for her sister. Joan does, and quickly becomes lost in the jungle after being waylayed by Zolo, a vicious and corrupt Colombian cop who will stop at nothing to obtain the map. There, she meets an irreverent soldier-of-fortune named Jack Colton who agrees to bring her back to civilization. Together, they embark upon an adventure that could be straight out of Joan's novels.",Romancing the Stone,1984
"Frustrated punk rocker Otto quits his supermarket job after slugging a co-worker, and is later dumped by his girlfriend at a party. Wandering the streets in frustration, he is recruited in the repossession of a car by a repo agent. After discovering his parents have donated his college fund to a televangelist, he joins the repossession agency (Helping Hand Acceptance Corporation) as an apprentice ""repo man"". During his training, he is introduced into the mercenary and paranoid world of the drivers, befriended by a UFO conspiracy theorist, confronted by rival repo agents, discovers some of his one-time friends have turned to a life of crime, is lectured to near cosmic unconsciousness by the repo agency grounds worker, and finds himself entangled in a web of intrigue concerning a huge repossession bounty on a 1964 Chevy Malibu driven by a lunatic government scientist, with Top Secret cargo in the trunk.",Repo Man,1984
"Charlie and his troublesome cousin Paulie decide to steal $150000 in order to back a ""sure thing"" race horse that Paulie has inside information on. The aftermath of the robbery gets them into serious trouble with the local Mafia boss and the corrupt New York City police department.",The Pope of Greenwich Village,1984
"The year is 1984 and the mayoress has removed set personal criteria form the requirements to join the police force. No longer is sex, weight, height and orientation a factor. This now allows for an insurgence of people applying. The Police Academy series follows a select group of misfits in their quest to become police men and women. The first film of the series follows these misfits in their time at the Police Academy. The main focus is on a petty criminal called Mahoney. Mahoney is busted for criminal damage and as punishment is forced to go to Police Academy. Mahoney initially feels that this isn't the right place for him and he makes it his mission to be thrown out as he is not allowed to quit. As the classes go by and the training exercises are played out, Mahoney soon realizes that he is actually enjoying the academy and does want to become a police officer. We are also introduced to the gun maniac Tackelberry, the very tall Hightower, voluptuous Callahan, squeaky Hooks, human beat box and sound effects master Jones and the ever confuzzled Commandant Lassard. This group become good friends and become the base for the rest of the series of films.",Police Academy,1984
"A man wanders out of the desert after a four year absence. His brother finds him, and together they return to L.A. to reunite the man with his young son. Soon after, he and the boy set out to locate the mother of the child, who left shortly after the man disappeared.","Paris, Texas",1984
"The 16 years old amateur photographer Charles accidentally takes a photo of Laura - and falls in love with her, when he develops the picture. He finds out that she works as singer in a bar, but is about to be thrown out. Although rejected at first by the 23 years old, he wants to help her and starts an ad campaign behind her back... with unexpected results.",No Small Affair,1984
"After The Atomic War the world is divided into three states. London is a city in Oceania, ruled by a party who has total control over all its citizens. Winston Smith is one of the bureaucrats, rewriting history in one of the departments. One day he commits the crime of falling in love with Julia. They try to escape Big Brother's listening and viewing devices, but, of course, nobody can really escape...",1984,1984
"On Elm Street, Nancy Thompson and a group of her friends including Tina Gray, Rod Lane and Glen Lantz are being tormented by a clawed killer in their dreams named Freddy Krueger. Nancy must think quickly, as Freddy tries to pick off his victims one by one. When he has you in your sleep, who is there to save you?",A Nightmare on Elm Street,1984
A popular Connecticut priest shields a seminary rebel from the wrath of a stern monsignor.,Mass Appeal,1984
"Sydney Schanberg is a New York Times journalist covering the civil war in Cambodia. Together with local representative Dith Pran, they cover some of the tragedy and madness of the war. When the American forces leave, Dith Pran sends his family with them, but stays behind himself to help Schanberg cover the event. As an American, Schanberg won't have any trouble leaving the country, but the situation is different for Pran; he's a local, and the Khmer Rouge are moving in.",The Killing Fields,1984
"Daniel and his mother move from New Jersey to California. She has a wonderful new job, but Daniel quickly discovers that a dark haired Italian boy with a Jersey accent doesn't fit into the blond surfer crowd. Daniel manages to talk his way out of some fights, but he is finally cornered by several who belong to the same karate school. As Daniel is passing out from the beating he sees Miyagi, the elderly gardener leaps into the fray and save him by outfighting half a dozen teenagers. Miyagi and Daniel soon find out the real motivator behind the boys' violent attitude in the form of their karate teacher. Miyagi promises to teach Daniel karate and arranges a fight at the all-valley tournament some months off. When his training begins, Daniel doesn't understand what he is being shown. Miyagi seems more interested in having Daniel paint fences and wax cars than teaching him Karate.",The Karate Kid,1984
"Set in 1935, a professor, archaeologist, and legendary hero by the name of Indiana Jones is back in action in his newest adventure. But this time he teams up with a night club singer named Wilhelmina ""Willie"" Scott and a twelve-year-old boy named Short Round. They end up in an Indian small distressed village, where the people believe that evil spirits have taken all their children away after a sacred precious stone was stolen! They also discovered the great mysterious terror surrounding a booby-trapped temple known as the Temple of Doom! Thuggee is beginning to attempt to rise once more, believing that with the power of all five Sankara stones they can rule the world! Now, it's all up to Indiana to put an end to the Thuggee campaign, rescue the lost children, win the girl and conquer the Temple of Doom.",Indiana Jones and the Temple of Doom,1984
"Minature green monsters tear through the small town of Kingston Falls. Hijinks ensue as a mild-mannered bank teller releases these hideous loonies after gaining a new pet and violating two of three simple rules: No water (violated), no food after midnight (violated), and no bright light. Hilarious mayhem and destruction in a town straight out of Norman Rockwell. So, when your washing machine blows up or your TV goes on the fritz, before you call the repair man, turn on all the lights and look under all the beds. 'Cause you never can tell, there just might be a gremlin in your house.",Gremlins,1984
"A reporter investigates the disappearance of a ship. He finds the ship and discovers that all the hands have been killed by a giant sea louse except for one. The lone survivor then tells the reporter that the ship was attacked by Godzilla (Gojira). Fearing a panic, the Japanese government then takes the survivor into custody to keep him from revealing that Godzilla has returned. However, a Soviet nuclear submarine is destroyed and the situation puts them and the United States on the brink of nuclear war, until the Japanese decide to come clean and admit that it was Godzilla. Soon the Japan and the rest of the world are on red alert as they wait for Godzilla to begin his rampage anew.",Godzilla 1985,1984
"Thought to be killed by the sole survivor of the last massacre at Camp Crystal Lake, Jason Voorhees kills his way back to the camp to once again murder its inhabitants. This time, has Jason met his match in the little boy Tommy Jarvis?",Friday the 13th: The Final Chapter,1984
"In the far future, a duke and his family are sent by the Emperor to a sand world from which comes a spice that is essential for interstellar travel. The move is designed to destroy the duke and his family, but his son escapes and seeks revenge as he uses the world's ecology as one of his weapons.",Dune,1984
A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town. A young couple have a murder to report and they go to the nearest town (Gatlin) to seek help but the town seems deserted. They are soon trapped in Gatlin with little chance of getting out alive.,Children of the Corn,1984
"Michael Caine plays Matthew Hollis; a man on holiday in Rio with his best friend Victor Lyons (Joseph Bologna). Both men have teenage daughters with them. When Caine falls for Victor's daughter Jennifer (played by Michelle Johnson), they embark on a secret, if slightly one-sided relationship. Victor is furious when he finds out about the 'older man' in his daughter's life, and sets out to hunt him down with the aid of Matthew!",Blame It on Rio,1984
"In this sequel to 2001: A Space Odyssey, a joint American- Soviet expedition is sent to Jupiter to discover what went wrong with the U.S.S. Discovery against a backdrop of growing global tensions. Among the mysteries the expedition must explain are the appearance of a huge black monolith in Jupiter's orbit and the fate of H.A.L., the Discovery's sentient computer. Based on a novel written by Arthur C. Clarke.",2010,1984
"Aurora and Emma are mother and daughter who march to different drummers. Beginning with Emma's marriage, Aurora shows how difficult and loving she can be. The movie covers several years of their lives as each finds different reasons to go on living and find joy. Aurora's interludes with Garrett Breedlove, retired astronaut and next door neighbor are quite striking. In the end, different people show their love in very different ways.",Terms of Endearment,1983
