Title,Year,Genres,Plot
The Way of the Gun,2000,"Action, Crime, Drama",Two petty if violent criminals kidnap a girl being paid $1m to be a surrogate mother. As the baby is for a gangster the pair's demand for money sees several henchmen and assorted other ruthless characters head after them to Mexico. Bullets rather than talking are always going to settle this one.
Two Family House,2000,"Comedy, Drama, Romance","An unseen narrator looks back to 1956, on Staten Island, when Buddy, an Italian guy with big dreams, buys a house planning to live upstairs with his wife Estelle and run a bar downstairs. The first problem is Estelle's lack of confidence in Buddy. Then, Irish tenants upstairs refuse to move and won't pay rent; plus, the woman upstairs is about to have a baby. The next problem is the baby: once he's born, it's clear his father was Black. The Irish guy splits; Buddy evicts mother and child, then feels guilt and sets her up in a flat while she sorts out an adoption. Estelle's lack of faith, the Irish lass's spirit, Buddy's dream, racial prejudice, and the baby's fate play out."
Rock Star,2001,"Drama, Music","Chris Cole was born to rock. His longtime girlfriend Emily believes his talent could take him all the way - but Chris worships at the altar of Bobby Beers, the fiery frontman for heavy metal legends Steel Dragon. By day, Chris still lives at home with his parents and spends his days repairing copy machines. But when Chris takes the stage, fronting Pennsylvania's premiere Steel Dragon tribute band, all of that disappears. Chris Cole is Bobby Beers - mesmerizing audiences with his perfect imitation of Beers' electrifying vocals. The night his bandmates boot him out of the group, Chris is devastated - until an unexpected phone call changes his life forever: He, Chris Cole, has been tapped to replace Bobby Beers as the lead singer of Steel Dragon. In an instant, Chris rockets to the dizzying heights of sudden stardom, rising from devotee to icon, from rock fan to rock god - the wanna-be who got to be. So what happens when an average guy gets everything he wants - and discovers it's not enough?"
The House of Mirth,2000,"Romance, Drama","Terence Davies' The House of Mirth is a tragic love story set against a background of wealth and social hypocrisy in turn of the century New York. Lily Bart is a ravishing socialite at the height of her success who quickly discovers the precariousness of her position when her beauty and charm start attracting unwelcome interest and jealousy. Torn between her heart and her head, Lilly always seems to do the right thing at the wrong time. She seeks a wealthy husband and in trying to conform to social expectations, she misses her chance for real love with Lawrence Selden."
Coyote Ugly,2000,"Comedy, Drama, Music","Sexy, romantic comedy about a girl in her early 20s named Violet Sanford going to NYC to pursue a dream of becoming a songwriter. Violet gets a ""day"" job as a bar maid at a nightclub called Coyote Ugly. Coyote Ugly is the city's newest hot spot where the employees are a team of sexy, resourceful women that provoke the clientele and press with their mischief."
Chuck & Buck,2000,"Comedy, Drama","Buck is a man-child who has lived his existence in a life of Romper Room, kindergarten collages, and lollipops. When his mother dies suddenly, Buck remembers his old childhood friend Chuck, with whom he feels a need to reconnect after having invited him to his mother's funeral. Buck treks out to Los Angeles where Chuck, an up-and-coming music record executive, is living his life. Buck ends up developing an obsession with Chuck and begins stalking him."
Diamond Men,2000,Drama,"After 30 years on the road, a veteran jewelry salesman is forced to show his young replacement the tricks of the trade, but when the kid introduces him to the ladies of the ""Altoona Riding Club,"" the old dog is introduced to a whole new set of ""tricks."""
Riding in Cars with Boys,2001,"Biography, Comedy, Drama","Seriocomic story based on the memoir by Beverly Donofrio, the movie follows a young woman who finds her life radically altered by an event from her teen years. Born in 1950, Beverly grew up bright and ambitious in a working-class neighborhood in Connecticut; her father was a tough but good-hearted cop who listened to his daughter's problems, and her mother was a nervous woman eager to imagine the worst. From an early age, Beverly displays a keen intelligence and an interest in literature, and dreams of going to college in New York and becoming a writer. However, she also develops an early interest in boys, and at 15 finds herself madly in love with a boy from her high school. However, an attempt to get his attention leads to an embarassing incident at a party, and Ray, a sweet but thick-headed 18-year-old, steps forward to defend her. Beverly and Ray end up making out, and after one thing leads to another, Beverly discovers she's pregnant. Telling Ray is only marginally less difficult than informing her parents, and at 16, Beverly is a wife and mother. Against the odds, Beverly is determined to still finish high school and go on to college, but that goal becomes more difficult with time, especially after Beverly's marriage begins to fall apart. Ray tries to do the right thing but has trouble holding a job, and becomes addicted to heroin."
Crime + Punishment in Suburbia,2000,"Drama, Thriller","This is a contemporary fable loosely based on Fyodor Dostoyevsky's ""Crime and Punishment"". Roseanne is outwardly a perfect and popular teen. However, her image is hiding the abuse at her stepfather's hands, and she decides to take revenge. The events that follow are a mix of dark humor and an exploration of modern morality as Roseanne faces not only a fellow suburbanite who knows, but her own conscience as well."
Panic,2000,"Comedy, Crime, Drama","Alex, a sad-eyed mournful man, goes into psychotherapy: he discloses he's a hit man. He also tells the doctor, after a few sessions, that he's attracted to a young woman he's met in the waiting room. She's Sarah, 23, quick, edgy, and perhaps attracted to him as well. But he's married, the dutiful father of a young precocious boy, so Sarah brushes him off. In flashbacks we see him get his start as a killer, at his father's prompting: it's the family business. Dad gives Alex his next assignment: to kill the therapist. Alex keeps returning to Sarah, calling her, stopping by her apartment, as he decides what to do about the hit, his father, his marriage, and his malaise."
Stardom,2000,"Drama, Comedy","A sports photographer in rural Canada sends a picture of a high school athlete, Tina Menzhal, to a Montréal fashion agency. This starts Tina on a career taking her from Canada to Paris to Montréal again, to Manhattan, to the world, and then home, through two boyfriends, two husbands, and innumerable TV interviews, either with nasty smiling scandalmongers or with gushing witless twits. In nearly every case, Tina never gets to finish a sentence. She has a suave agent, paparazzi are everywhere (""What the celebs forget, there's always a camera,"" says one), and a documentary filmmaker is on hand as well. What is it that Tina thinks, feels, and wants: will we ever find out?"
Urban Legends: Final Cut,2000,"Horror, Mystery, Romance","Urban Legends: The Final Cut follows Amy Mayfield (Morrison), a student at Alpine University who struggles to complete her thesis film on urban legends - only to have her crew members fall prey to fatal 'accidents.' Suspicious, Amy investigates and discovers a much more sinister hand at work. Now she must unmask the killer before she, too, becomes an urban legend."
Head Over Heels,2001,"Comedy, Mystery, Romance","Amanda Pierce is from Iowa and works as a restorer of Renaissance paintings for the New York Metropolitan Museum. She has just finished another frustrating relationship, when she found her boy-friend with a model on her bed. She decides to move and share a flat with four stupid but nice super-models. She meets Jim Winston, who lives in front of her window. She falls in love with him. One day, she sees Jim killing a woman - Megan O'Brien - through her window and Amanda and her four roommates decide to investigate what really happened."
Get Over It,2001,"Comedy, Romance","When Berke Landers, a popular high school basketball star, gets dumped by his life-long girlfriend, Allison, he soon begins to lose it. But with the help of his best friend Felix's sister Kelly, he follows his ex into the school's spring musical. Thus endues a love triangle loosely based upon Shakespeare's ""A Midsummer Night's Dream"", where Berke is only to find himself getting over Allison and beginning to fall for Kelly."
"O Brother, Where Art Thou?",2000,"Adventure, Comedy, Crime","Loosely based on Homer's ""Odyssey,"" the movie deals with the picaresque adventures of Ulysses Everett McGill and his companions Delmar and Pete in 1930s Mississipi. Sprung from a chain gang and trying to reach Everett's home to recover the buried loot of a bank heist they are confronted by a series of strange characters--among them sirens, a cyclops, bank robber George ""Baby Face"" Nelson (very annoyed by that nickname), a campaigning governor and his opponent, a KKK lynch mob, and a blind prophet who warns the trio that ""the treasure you seek shall not be the treasure you find."""
Left Behind: The Movie,2000,"Action, Drama, Fantasy","Rayford Steele is an airline pilot whose relationship with his wife has gone sour;he ponders having an affair with an attractive flight attendant, Hattie Durham. In the midst of a flight to London, a number of their passengers mysteriously disappear, and chaos takes hold as a number of vehicles on the ground and in the air are suddenly unmanned. Meanwhile, Buck Williams, a television journalist, is pondering the rash of sudden disappearances as he works on a report about Dr. Chaim Rosenzweig, an Israeli scientist who has devised a formula that would make any soil on earth easy to cultivate. However, Buck wonders if there's more to Rosenzweig than he first imagined when he discovers the doctor is in cahoots with two multi-millionaires who plan to broker the invention to promote their own agenda of international domination."
Dungeons & Dragons,2000,"Action, Adventure, Fantasy","The Empire of Izmer has long been a divided land. The Mages - an elite group of magic-users - rule whilst the lowly commoners are powerless. Izmer's young Empress, Savina, wants equality and prosperity for all, but the evil Mage Profion is plotting to depose her and establish his own rule. The Empress possesses a scepter which controls Izmer's Golden Dragons. To challenge her rule, Profion must have the scepter, and tricks the Council of Mages into believing Savina is unfit to hold it. Knowing that Profion will bring death and destruction to Izmer, Savina must find the legendary Rod of Savrille, a mythical rod that has the power to control Red Dragons, a species even mightier than the Gold. Enter two thieves, Ridley and Snails, who unwittingly become instrumental in Savina's search for the Rod. Joined by a feisty Dwarf named Elwood, and helped by the Empress's expert tracker, the Elf Norda, the young heroes go in search of the Rod of Savrille. From the deadly maze of the Thieves Guild at Antius to an Elven Village, secret grotto and abandoned castles, Ridley and his band must outwit Profion's chief henchman Damodar at every turn while, back in Izmer, Profion prepares to do battle with the Empress. All depends on the Rod, but the outcome of the race to reach it first is far from certain, and Izmar's very survival hangs in the balance."
"Crouching Tiger, Hidden Dragon",2000,"Action, Adventure, Fantasy","In 19th century Qing Dynasty China, a warrior gives his sword, Green Destiny, to his lover to deliver to safe keeping, but it is stolen, and the chase is on to find it. The search leads to the House of Yu where the story takes on a whole different level."
Shadow of the Vampire,2000,"Drama, Horror","Shadow of the Vampire is a film about the making of a German all time classic silent horror-movie from 1922 called Nosferatu-Eine Symphonie des Grauens (Nosferatu-a Symphony of Horror). The production of Nosferatu had to deal with a lot of strange things (some crew members disappeared, some died). This movie focuses on the difficult relationship between Murnau, the director, and Schreck, the lead actor."
More,1998,"Sci-Fi, Short, Animation","A factory worker in a dark, gray world assembles devices that promise happiness. In his spare time he tinkers to create something better, and finally succeeds in perfecting his invention, which allows people to see life through rose-colored glasses. But he has to pay a price for his success."
Godzilla 2000,1999,"Action, Adventure, Drama",Godzilla returns in a brand-new movie that ignores all preceding movies except for the original with a brand new look and a powered up atomic ray. This time he battles a mysterious UFO that later transforms into a mysterious kaiju dubbed Orga. They meet up for the final showdown in the city of Shinjuku.
Birthday Girl,2001,"Comedy, Crime, Thriller","Internet love connections and mail-order brides rarely ever work out, and John should have known. Having never been lucky in the game of love and tired of waiting for the perfect woman to come along, John decides to take his chances and orders a mail-order bride from Russia online. At first, things seem perfect: his new bride Nadia is a gorgeous woman, and although she may not speak much English, her skills in the bedroom more than make up for any communication problems. When Nadia's 'cousins' unexpectedly arrive to celebrate her birthday, John is drawn into their web of corruption and crime."
Butterfly,1999,Drama,"For Moncho, it's an idyllic year: he starts school, he has a wonderful teacher, he makes a friend in Roque, he begins to figure out some of the mysteries of Eros, and, with his older brother, a budding saxophone player, he makes a trip with the band from their town in Galicia. But it's also the year that the Spanish Republic comes under fire from Fascist rebels. Moncho's father is a Republican as is the aging teacher, Don Gregorio. As sides are drawn and power falls clearly to one side, the forces of fear, violence, and betrayal alter profoundly what should be the pleasure of coming of age."
Anatomy,2000,"Horror, Thriller","Medical student Paula Henning wins a place at an exclusive Heidelberg medical school. When the body of a young man she met on the train turns up on her dissection table, she begins to investigate the mysterious circumstances surrounding his death, and uncovers a gruesome conspiracy perpetrated by an Antihippocratic secret society operating within the school."
The Patriot,2000,"Action, Drama, History","It is 1776 in colonial South Carolina. Benjamin Martin, a French-Indian war hero who is haunted by his past, now wants nothing more than to live peacefully on his small plantation, and wants no part of a war with the most powerful nation in the world, Great Britain. Meanwhile, his two eldest sons, Gabriel and Thomas, can't wait to enlist in the newly formed ""Continental Army."" When South Carolina decides to join the rebellion against England, Gabriel immediately signs up to fight...without his father's permission. But when Colonel William Tavington, British dragoon, infamous for his brutal tactics, comes and burns the Martin Plantation to the ground, tragedy strikes. Benjamin quickly finds himself torn between protecting his family, and seeking revenge along with being a part of the birth of a new, young, and ambitious nation."
Bounce,2000,"Drama, Romance","Buddy (Affleck) has just signed an airline in Chicago as a big client, but is ironically delayed at the airport waiting for a flight to LA on that same airline. He meets fellow passenger Greg, who opts to be bumped, even though it means missing an activity with his older son. When the flight gets resumed, Buddy thinks he's doing a good deed by swapping tickets with Greg so he can get home to his son. Sadly, the flight crashes. Buddy conspires with his friend, the ticket agent that night, to take his name off the passenger list and put Greg's on. Once he's back in LA, his new client dictates that the company run a series of feel-good ads about the crash. Buddy feels very hypocritical, and completely loses it when the commercials win a Cleo. After going through re-hab, he decides he needs to check on Greg's widow. But he doesn't plan on falling in love with her."
