Title,Year,Plot
Atlantis: The Lost Empire,2001,"1914: Milo Thatch, grandson of the great Thaddeus Thatch works in the boiler room of a museum. He knows that Atlantis was real, and he can get there if he has the mysterious Shephards journal, which can guide him to Atlantis. But he needs someone to fund a voyage. His employer thinks he's dotty, and refuses to fund any crazy idea. He returns home to his apartment and finds a woman there. She takes him to Preston B. Whitmore, an old friend of his Grandfathers. He gives him the shepherds journal, a submarine and a 5 star crew. They travel through the Atlantic ocean, face a large lobster called the Leviathan, and finally get to Atlantis. But does the Atlantis crew have a lust for discovery, or something else?"
Dinner Rush,2000,"Is it just another evening at the hugely popular Italian restaurant of proprietor and bookmaker Louis Cropa in New York? Anything but as tonight's guests include; a local police detective and his wife specially invited by the owner; on the balcony rival bookmaker gangsters from Queens who want to become partners in the restaurant; in the corner renowned food critic 'the food nymph' is her usual demanding self; and at the bar, seemingly unnoticed, is Ken. As the evening continues enter Duncan, inveterate gambler and sous-chef on-the-line in the frenetic kitchen downstairs, who acts as the catalyst that causes the evening to draw to its inevitable, explosive, deadly conclusion."
Book of Shadows: Blair Witch 2,2000,"To cash in on all of the ""real world"" hype of the events in the first film, a man from Burkitsville, Maryland opens a ""Blair Witch Hunt"" tour, which shows patrons various locations from the original film. A bunch of college students decide to take the tour, and wind up in Rustin Parr's house. There, they decide to camp for the evening, but in the morning, they realize they didn't sleep and they don't remember anything that happened the previous night. From there, they go back to town, and discover that something...or someone has come with them."
The Crimson Rivers,2000,"Parisian murder detective commissioner Pierre Niemans is called to Gueron, a self-sufficient, prestigious university in a mountain valley, to investigate the murder on 32-year old professor and librarian Rémy Caillois, whose corpse was found 50 meters high on a steep mountain side, naked, horribly covered in bruises and bleeding wounds, the result of some five hours of bestial torture including quasi-surgical amputation of hands cauterized to prevent bleeding to death- and eyes. Guernon is a closed society of virtually incestuous scientists, de facto succeeding to their parents' posts; the eye-doctor, formerly on the staff, says hereditary genetic diseases are the price of such elitism, but in recent years spread to the simple farming families. Inspector Max Kerkerian examines two crimes in the town: a school break-in with theft of old photos and archive papers as well as a graveyard desecration of Judith Herault, the daughter of local nun Andrée, who lives in a dark cell since 15 years and mumbles the demons who made an attempt of both of their lives have returned to prevent the child endanger their secret. As both police investigations continue, the loner sleuths meet; secrets and other corpses are found, till it all ties together."
Ghosts of Mars,2001,200 years in the future a Martian police unit is dispatched to transport a dangerous prisoner from a mining outpost back to justice. But when the team arrives they find the town deserted and some of the inhabitants possessed by the former inhabitants of the planet.
The Adventures of Felix,2000,"A tale revolving around the carefree and bon-vivant, Felix, who is content living with his boyfriend, Daniel in the town of Dieppe in Northern France. When Felix is laid off from his job, he decides to take a road trip to Marseilles to track down the father he's never met. Backpack in tow, Felix sets out walking, hitching and borrowing cars to get to the south of France. Springtime is budding, nature is at its best, and some unique characters await Felix along the dirtroads and byways of the French countryside."
Spy Kids,2001,"Gregorio and Ingrid are the two greatest secret agents the world has ever known: masters of disguise, mavens of invention, able to stop wars before they even start. Working for separate countries, they are sent to eliminate their most dangerous enemy...each other. But in an exotic corner of the world when they finally come face to face, they fall in love instead and embark on the most dangerous mission they have ever faced: raising a family. Now nine years later, after their retirement, having exchanged the adventure of espionage for parenthood, Gregorio and Ingrid Cortez are called back in to action. When their former colleagues, the world's most formidable spies, start disappearing one by one, the Cortez's are forced to take on techno-wizard Fegan Floop and his evil, egg-headed sidekick, Minion. But when the unthinkable happens and they too disappear, unfortunately there are only two people in the world who can rescue them...their kids."
The Score,2001,"Nick Wells, a professional criminal, decides to leave the business for good, since he nearly got caught on his last job. His plan is to live in peace with his girl Diane, running his Montreal jazz club. Soon afterward, Max, his good friend and financial partner, comes along with an offer Nick can't refuse: A historical and priceless French scepter has been discovered while being smuggled into the country. It is now under massive surveillance in the Montreal Customs House, and soon to be returned to France. Nick has to team up with Max's man inside, the young, talented and aggressive thief Jack Teller to get the precious item. Only one question remains: Who will trick whom out of their share?"
Made,2001,"Bobby is a struggling boxer and bodyguard for his stripper girlfriend. But he hates his work and wants to move up. So he agrees to go to New York City for his boss to help in the delivery for a money laundering scheme. His partner in crime is his best friend Ricky, an obnoxious loudmouth who has seen one too many mafia movies. Bobby tries to keep it cool and get the job done, but Ricky's antics threaten to blow the entire situation."
Angel Eyes,2001,"While pursuing a suspect one night, Chicago Police officer Sharon Pogue nearly becomes the victim of a fatal ambush. A mysterious stranger, Catch intervenes, disarms the assassin and saves Sharon's life. Is it a stroke of luck? A twist of fate? Or just a concerned citizen who happened to pass by at the right time and wasn't afraid to get involved? Maybe, but Sharon and Catch have met once before. As the two fall in love, they discover the truth about each other and are forced to deal with the secrets from their past."
The Vertical Ray of the Sun,2000,"With the brilliant Vietnamese summer as a setting Vertical Ray of the Sun is beautiful from beginning to end. The plot centres around three sisters, two of whom are happily married (or so it appears). The youngest sister is single and living with her cute older brother, whom she is desperately in love with. A second sister is married to a man who has another woman and child elsewhere whom he loves just as much as his wife -with a few conditions, she agrees to carry on with the marriage. The third sister and her husband are overjoyed to discover she is pregnant, and though he is tempted, her husband remains loyal to her. Charming, slow-paced, face value, family saga film."
Pay It Forward,2000,"Young Trevor McKinney, troubled by his mother's alcoholism and fears of his abusive but absent father, is caught up by an intriguing assignment from his new social studies teacher, Mr. Simonet. The assignment: think of something to change the world and put it into action. Trevor conjures the notion of paying a favor not back, but forward--repaying good deeds not with payback, but with new good deeds done to three new people. Trevor's efforts to make good on his idea bring a revolution not only in the lives of himself, his mother and his physically and emotionally scarred teacher, but in those of an ever-widening circle of people completely unknown to him."
Nowhere to Hide,1999,A chase film in which cops try to catch a master of disguise. This is a film as much about the joy of filmmaking as it is about a deadly pursuit.
Brother,2000,"A Japanese Yakuza gangster is exiled to the United States. Takeshi settles in Los Angeles where his younger, half brother lives and finds that although the turf is new, the rules are still the same as they try to take over the local drug trade."
The Broken Hearts Club: A Romantic Comedy,2000,"In the palm-shaded oasis of West Hollywood, we meet Dennis, a promising photographer. As he prepares to celebrate his twenty-eighth birthday, he laments, ' I can't decide if my friends are the best or worst thing that ever happened to me.' The gang includes Benji, the punkish innocent with a penchant for gym bodies; Howie, the psychology grad student who thinks too much and lives too little; Cole, the charismatic actor who accidentally keeps stealing everybody's guy; Patrick, the cynical quipster, and Taylor, resident drama queen, who, until recently, prided himself on his long-term relationship. Providing sage advice and steady work is Jack, the beloved patriarch whose restaurant is a haven for them all. When tragedy strikes the group, the friendships are put to the test."
An American Rhapsody,2001,"In 1950, a Hungarian couple, Peter and Margit, are forced to flee from the oppressive communist country for the USA with their eldest daughter Maria, but are forced to leave behind their infant daughter Suzanne who is raised by kindly foster couple. 6 years later, Peter and Margit arrange for the American Red Cross to bring Suzanne to their new home in Los Angeles where the perplexed youth is forced to accept her sudden change in home and country which leads to a troubled growing up. At age 15, the rebelious and unsure-of-herself Suzanne tries to come to terms with her roots and decides to travel back to Budapest, Hungary to find her true idenity."
On the Edge,2001,"After the death of his alcoholic father, Jonathan Breech steals his father's ashes from his brother's house. He drives a stolen car off a cliff in order to commit suicide but he survives. After this, he accepts an alternative sentence of three months in therapy in a psychiatric hospital. There, he joins a suicide group under the supervision of Dr. Figure. He befriends a disturbed Rachel Row (who saw her mother dying in an accident) and Toby (who accidentally killed his brother in a car crash). During the treatment, the sarcastic Jonathan changes his behavior and sees the importance of being alive."
The Glass House,2001,"When Ruby Baker's parents are killed in a car accident, she and her brother, Rhett, must travel to Malibu, to live with Terrence and Erin Glass, their former neighbors. At first, all seems well. Ruby is making new friends at school and Rhett is getting more video games and flashy toys than he's ever had in his life. When Ruby speaks to her family's estate lawyer, he tells her that her parents have left Rhett and her $4 million. Suddenly, Ruby begins to notice odd behavior from Terry and Erin."
Chopper,2000,"Chopper tells the intense story of Mark ""Chopper"" Read, a legendary criminal who wrote his autobiography while serving a murder sentence in prison. His book, From the Inside, upon which the film is based, was a best-seller."
Blow,2001,"A boy named George Jung grows up in a struggling family in the 1950's. His mother nags at her husband as he is trying to make a living for the family. It is finally revealed that George's father cannot make a living and the family goes bankrupt. George does not want the same thing to happen to him, and his friend Tuna, in the 1960's, suggests that he deal marijuana. He is a big hit in California in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. As a result, when released, he gets rich by bringing cocaine to America. However, he soon pays the price."
Maelstrom,2000,"On the surface, twenty-five year old Bibiane Champagne has the perfect life. She is the daughter of the famed Flo Fabert. She co-owns a chain of boutiques in Quebec with her brother, Philippe. But Bibi's life is in shambles. She has just had an abortion. And the boutiques are failing because of her incompetence, which is the result of or has led to her substance abuse. It is also the result of the high expectations on her. Bibi's story is told by a fish awaiting decapitation on a butcher's block, the fish as narrator largely because of the singular and accidental encounter she has with fifty-three year old Norwegian fishmonger, Annstein Karlsen. That encounter leads to a further failed decision by Bibi and a meeting with Annstein's son, Evian Karlsen, who does not know the full extent of Bibi and his father's relationship. Bibi's time with Evian may provide some salvation to her crumbling life."
When Brendan Met Trudy,2000,A teacher meets a woman who turns out to be a thief and they introduce each other to new things.
Bandits,2001,"Two convicts, one charismatic (Willis) and the other a hypochondriac (Thornton), break out of prison and immediately start a bank robbing spree, kidnapping bank managers, spending the night with their families, then going with the managers in the morning to rob the banks. Using a dim-witted stunt man as their getaway driver and lookout, the three successfully pull off several jobs (even gaining the attention of a television show about American criminals), and become known as ""The Sleepover Bandits."" Things are going great until the bank managers begin to realize that the robbers are non-violent and therefore no threat to them or their employees, changing the game for the Bandits. To add to the complications, a bored & unhappy housewife (Blanchett) ends up in the hands of the criminals, and begins to have romantic feelings for both Willis and Thornton, causing a sticky love triangle."
Lucky Numbers,2000,"Winter, 1988: Harrisburg PA's celebrity weatherman, Russ Richards, is broke: he's borrowed heavily to open a snowmobile dealership, and it's still unseasonably warm. Gig, his seedy pal, advises him to run an insurance scam; when it goes awry, Russ is out another $10,000 and in trouble with Dale, a bat-wielding thug. Gig convinces Russ to rig the state lottery with the help of Crystal, a gold-digging ditz with a heart of tin. They have to find a beard to buy the ticket, and then they have to cash it. Soon, murder and various double-crosses add to Russ's nightmare. A lazy cop zeroes in. Jail is closer than riches. Will Russ have to choose between his money and his life?"
The Kid,2000,"Russ Duritz (Bruce Willis) is a wealthy L.A. image consultant, but as he nears 40, he's cynical, dogless, chickless, estranged from his father (Daniel von Bargen), and he has no memories of his childhood. One night he surprises an intruder (Spencer Breslin), who turns out to be a kid, almost 8 years old. There's something oddly familiar about the chubby lad, whose name is Rusty. The boy's identity sparks a journey into Russ's past that the two of them take - to find the key moment that has defined who Russ is. Two long-suffering women look on with disbelief: Russ's secretary, Janet(Lily Tomlin), and his assistant, the lovely Amy, to whom Rusty takes a shine. What, and who, is at the end of this journey?"
The Gift,2000,"When Jessica King goes missing, all eyes turn to Annabelle Wilson. Not as a murder suspect, but as a clairvoyant. Many of the towns folk go to Annabelle for help, and Jessica's fiancée, Wayne Collins, turns to Annabelle for possible guidance. Annabelle feels that she can't help, but this doesn't stop her from constantly getting visions of Jessica's fate."
