Title,Year,Genres,Plot
Jesus Christ Superstar,1973,"Drama, History, Musical","Based on a concept album project written by Andrew Lloyd Webber and Tim Rice, and the subsequent long-running Broadway performance, this film tells the story of the final 6 days in the life of Jesus Christ through the troubled eyes of Judas Iscariot. Too often mis-labeled a musical, this film is a ""rock opera."" There are no spoken lines, everything is sung."
The Crazies,1973,"Action, Horror, Sci-Fi","A biological weapon gone awry is only the start of problems in the little town of Evan's City, Pennsylvania. Bouts of insanity in the populace are leading to murder and rioting, until the US Army turns up - and things really start going to hell."
"Play It Again, Sam",1972,"Comedy, Romance","A mild mannered film critic is dumped by his wife and his ego is crushed. His hero persona is the tough guy played by Humphrey Bogart in many of his movies and the apparition of Bogart begins showing up to give him advice. With the encouragement of his two married friends, he actually tries dating again, with less than satisfactory results, until he relaxes."
The Last House on the Left,1972,"Horror, Thriller","On the eve of her seventeenth birthday, Mari Collingwood tells her parents that she is going to the concert of underground band Bloodlust in New York with her friend Phyllis Stone. She borrows the family's car and heads with her friend to a dangerous neighborhood in the city. Meanwhile, the sadistic and cruel escapees Krug Stillo and Fred 'Weasel' Podowski are hidden in a hideout with their partners Sadie (Jeramie Rain) and Krug's addicted son Junior Stillo (Marc Sheffler) after killing two guards and one shepherd in their runaway. The two girls seek marijuana near the theater and meet Junior that offers some Colombian grass to them. They go to his apartment and are subdued by the criminals that rape Phyllis. On the next morning, they hide the girls in the trunk of their convertible and head to Canada. However, they have a problem with the car's rod and they stop on the road close to Mari's house. When Phyllis tries to escape, the gang stabs her to death and shots Mari after humiliating and raping them. They seek shelter in Mari's home, but during the night, her mother overhears a conversation of the criminals telling that they have killed her daughter. She tells her husband and they plot a scheme to revenge the death of their princess."
Butterflies Are Free,1972,"Comedy, Drama, Music","All Don Baker wants is a place of his own away from his over-protective mother. Don's been blind since birth, but that doesn't stop him from setting up in a San Francisco apartment and making the acquaintance of his off-the-wall, liberated, actress neighbor Jill. Don learns the kind of things from Jill that his mother would never have taught him! And Jill learns from Don what growing up and being free is really all about."
Boxcar Bertha,1972,"Crime, Drama, Romance","Based on ""Sister of the Road,"" the fictionalized autobiography of radical and transient Bertha Thompson as written by physician Dr. Ben L. Reitman, 'Boxcar' Bertha Thompson, a woman labor organizer in Arkansas during the violence-filled Depression of the early '30's meets up with rabble-rousing union man 'Big' Bill Shelly and they team up to fight the corrupt railroad establishment and she is eventually sucked into a life of crime with him."
Two-Lane Blacktop,1971,Drama,"The Driver and The Mechanic are two car freaks driving a 1955 Chevy throughout the southwestern U.S. looking for other cars to race. They are totally dedicated to The Car and converse with each other only when necessary. At a gas station, The Driver and The Mechanic, along with a girl who has ingratiated herself into their world, meet G.T.O., a middle-aged man who fabricates stories about his exploits. It is decided to have a race to Washington, D.C., where the winner will get the loser's car. Along the way, the race and the highway metaphorically depict the lives of these contestants as they struggle to their destination."
Straw Dogs,1971,"Crime, Drama, Thriller","Upon moving to Britain to get away from American violence, astrophysicist David Sumner and his wife Amy are bullied and taken advantage of by the locals hired to do construction. When David finally takes a stand it escalates quickly into a bloody battle as the locals assault his house."
Death in Venice,1971,Drama,"In this adaptation of the Thomas Mann novel, avant-garde composer Gustave Aschenbach (loosely based on Gustav Mahler) travels to a Venetian seaside resort in search of repose after a period of artistic and personal stress. But he finds no peace there, for he soon develops a troubling attraction to an adolescent boy, Tadzio, on vacation with his family. The boy embodies an ideal of beauty that Aschenbach has long sought and he becomes infatuated. However, the onset of a deadly pestilence threatens them both physically and represents the corruption that compromises and threatens all ideals."
Macbeth,1971,"Biography, Drama, History",Roman Polanski's version of Shakespeare's tragedy about a Scottish lord who murders the king and ascends the throne. His wife then begins hallucinating as a result of her guilt complex and the dead king's son conspires to attack Macbeth and expose him for the murderer he is.
The Hospital,1971,"Comedy, Drama, Mystery","Herbert Bock, the chief of medicine in a New York City teaching hospital, is contemplating suicide; he's impotent, his wife has left him, and his children aren't speaking to him. His hospital is also suffering from a recent spate of inexplicable deaths. In the midst of these setbacks, Bock is romantically drawn to the much younger Barbara, whose father is a patient. As Barbara restores Bock's will to live, it turns out that the hospital deaths are murders."
The Andromeda Strain,1971,"Sci-Fi, Thriller","When virtually all of the residents of Piedmont, New Mexico, are found dead after the return to Earth of a space satellite, the head of the US Air Force's Project Scoop declares an emergency. Many years prior to this incident, a group of eminent scientists led by Dr. Jeremy Stone (Arthur Hill) advocated for the construction of a secure laboratory facility that would serve as a base in the event an alien biological life form was returned to Earth from a space mission. Stone and his team - Drs. Dutton, Leavitt and Hall (David Wayne, Kate Reid, and (James Olson, respectively)- go to the facility, known as Wildfire, and try to first isolate the life form while determining why two people from Piedmont (an old wino and a six-month-old baby) survived. The scientists methodically study the alien life form unaware that it has already mutated and presents a far greater danger in the lab, which is equipped with a nuclear self-destruct device should it manage to escape."
Women in Love,1969,"Drama, Romance","The battle of the sexes and relationships among the elite of Britain's industrial Midlands in the 1920s. Gerald Crich and Rupert Berkin are best friends who fall in love with a pair of sisters Gudrun, a sculptress and Ursula Brangwen, a schoolteacher. Rupert marries Ursula, Gerald begins a love affair with Gudrun, and the foursome embarks upon a Swiss honeymoon. But the relationships take markedly different directions, as Russell explores the nature of commitment and love. Rupert and Ursula learn to give themselves to each other; the more withdrawn Gerald cannot, finally, connect with the demanding and challenging Gudrun."
THX 1138,1971,"Drama, Sci-Fi, Thriller","It's sometime in the future in a state controlled society, where conformity and homogeneity are the rule. What is also the rule is that the populace follows the wants of the faceless state without question. How this is achieved is through a mandatory drug regimen, which also suppresses human desire, with sexual intercourse and human relationships banned. The law of the state is policed by a force of robocops. The physical environment is totally within a manufactured enclosure, what being outside of this unknown. THX 1138 is a loyal subject, he who goes about his business as a skilled factory working building robocops. And even when he begins to have strange feelings, he does what is obliged by going to the state run confessional, which further brainwashes through its reinforced mantra of happiness, loyalty and understanding. THX 1138 is given a glimpse into the other side through his computer matched and thus appointed female roommate, LUH 3417, and her surveillance colleague SEN 5241, LUH 3417's vision which may be something that THX 1138 may want to continue despite its illegality. If THX 1138 is able to keep his activities from the authorities and the robocops, he will have to figure out what options are available to him."
Start the Revolution Without Me,1970,"Comedy, History","An account of the adventures of two sets of identical twins, badly scrambled at birth, on the eve of the French Revolution. One set is haughty and aristocratic, the other poor and somewhat dim. They find themselves involved in palace intrigues as history happens around them. Based, very loosely, on Dickens's _A Tale of Two Cities_, Dumas's _The Corsican Brothers_, etc."
The Railway Children,1970,"Family, Drama","The film opens in a happy, comfortable upper middle-class home in Edwardian London. One night in 1905, the three children see their father usher two strangers into his study. After an argument he leaves with them and does not return. They and their mother fall on hard times and eventually move to a cottage in the country. Yet they keep their spirits up and find ways to help others. Fascinated by the nearby railway, they wave to the passengers faithfully every day, and their vigilance and courage prevent an accident. Their kindness makes friends of some important people who can help solve the mystery of their missing father."
Hercules in New York,1970,"Adventure, Family, Fantasy","After many centuries, Hercules gets bored living in Olympus (the home of the great Greek gods) and decides to move to... New York. But obviously, it is not easy for a man who lived in ancient Greece to get used to modern life. So, things get a little tricky, especially when Zeus sends a few gods to bring his semi-god son back to mount Olympus."
Z,1969,"Crime, Drama, History","In a mid-sized metropolis (population 500,000) in a right-wing military led country, a pacifist organization, which supports the opposition party in the government, is planning on holding an anti-military, nuclear disarmament rally. The organization's charismatic leader - the deputy - is scheduled to arrive in the town from the capital the day of the rally. Beyond the problems arranging the rally due to the probable incitement of violence at such a rally, the organization learns of an unconfirmed report that there will be an attempt on the deputy's life. The rally does happen, after which a three-wheeled kamikaze runs over the deputy, who eventually passes away from his injuries. The official report is that the incident was a drunken accident. In reality, the deputy's death was murder orchestrated by the secret police, the general for who likens the pacifist organization to mildew killing off agricultural crops. A magistrate is assigned to the case. Although he does have political views, he is more interested in finding out the truth, and as such has to wade through the political rhetoric and politically motivated testimony he hears. Thrown into the mix is a photojournalist who too is looking for the truth, as it, he believes, will make a great front page story."
Where Eagles Dare,1968,"Action, Adventure, War","During WW2 a British aircraft is shot down and crashes in Nazi held territory. The Germans capture the only survivor, an American General, and take him to the nearest SS headquarters. Unknown to the Germans the General has full knowledge of the D-Day operation. The British decide that the General must not be allowed to divulge any details of the Normandy landing at all cost and order Major John Smith to lead a crack commando team to rescue him. Amongst the team is an American Ranger, Lieutenant Schaffer, who is puzzled by his inclusion in an all British operation. When one of the team dies after the parachute drop, Schaffer suspects that Smith's mission has a much more secret objective."
Sweet Charity,1969,"Comedy, Drama, Music","Taxi dancer Charity continues to have Faith in the human race despite apparently endless disappointments at its hands, and Hope that she will finally meet the nice young man to romance her away from her sleazy life. Maybe, just maybe, handsome Oscar will be the one to do it."
The Italian Job,1969,"Action, Comedy, Crime","Charlie's got a 'Job' to do. Having just left prison, he finds one of his friends has attempted a high risk job in Italy right under the nose of the Mafia. Charlie's friend doesn't get very far so Charlie takes over the 'Job'. Using three Mini Coopers, a couple of Jaguars and a bus, he hopes to bring Torino to a standstill, steal the Gold and escape."
"Hello, Dolly!",1969,"Adventure, Comedy, Musical","A matchmaker named Dolly Levi takes a trip to Yonkers, New York to see the ""well-known unmarried half-a-millionaire,"" Horace Vandergelder. While there, she convinces him, his two stock clerks and his niece and her beau to go to New York City. In New York, she fixes Vandergelder's clerks up with the woman Vandergelder had been courting, and her shop assistant (Dolly has designs of her own on Mr. Vandergelder, you see)."
Cactus Flower,1969,"Comedy, Romance","Toni Simmons believes that the only reason her married lover won't leave his wife is because of the children. In truth, her lover, dentist Julian Winston, doesn't have any children. In fact, Julian doesn't even have a wife - he just tells women he does to avoid getting involved. When Julian does decide to take the plunge with Toni she insists on meeting the first wife and Julian enlists the aid of his long-time nurse/receptionist Stephanie Dickinson to play the part."
Bullitt,1968,"Action, Crime, Mystery","High profile San Francisco Police Lieutenant Frank Bullitt is asked personally by ambitious Walter Chalmers, who is in town to hold a US Senate subcommittee hearing on organized crime, to guard Johnny Ross, a Chicago based mobster who is about to turn evidence against the organization at the hearing. Chalmers wants Ross' safety at all cost, or else Bullitt will pay the consequences. Bullitt and his team of Sergeant Delgetti and Detective Carl Stanton have Ross in protective custody for 48 hours over the weekend until Ross provides his testimony that upcoming Monday. Bullitt's immediate superior, Captain Samuel Bennet, gives Bullitt full authority to lead the case, no questions asked for any move Bullitt makes. When an incident occurs early during their watch, Bullitt is certain that Ross and/or Chalmers are not telling them the full story to protect Ross properly. Without telling Bennet or an incensed Chalmers, Bullitt clandestinely moves Ross while he tries to find out who is after Ross, and why Ross has seemingly made it so easy for ""them"" to find him. As Bullitt enlists the help of his live-in artist girlfriend Cathy over the weekend and as she sees for the first time with what he deals every day, she wonders if he is indeed the man with whom she should be."
Valley of the Dolls,1967,"Drama, Music, Romance","Anne Welles, a bright, brash young New England college grad leaves her Peyton Place-ish small town and heads for Broadway, where she hopes to find an exciting job and sophisticated men. During her misadventures in Manhattan and, later, Hollywood, she shares experiences with two other young hopefuls: Jennifer North, a statuesque, Monroe-ish actress who wants to be accepted as a human being, but is regarded as a sex object by all the men she meets, and Neely O'Hara, a talented young actress who's accused of using devious means by a great older star (Helen Lawson) to reach the top, pulling an ""All About Eve""-type deception in order to steal a good role away from her."
Thoroughly Modern Millie,1967,"Comedy, Musical, Romance","In 1922 New York City, Millie Dillmount and Miss Dorothy Brown are just two of the girls living at the Priscilla Hotel for Single Young Ladies run by Mrs. Meers. Orphaned, Miss Dorothy, just recently arrived, is a naive, old-fashioned girl from a seemingly privileged background who has aspirations to be a stage actress. From more modest means, Millie, in New York for three months, used to be old fashioned, but now has a new modern sensibility and look to match, complete with bobbed hair and dresses with hemlines above the knee. Included in this new modern sensibility is Millie's goal of getting a job as a stenographer, with a quick promotion to being her wealthy boss' ""Mrs."". Love is not to factor into the equation. She believes she's found the right employer in the form of chisel-jawed Trevor Graydon of the Sincere Trust Insurance Company. Millie's pursuit of Mr. Graydon is despite the fact that Mr. Graydon sees her as one of the boys, he has old fashioned sensibilities, and Millie herself has a mutual attraction to another boy named Jimmy Smith. Although she likes Jimmy, Millie feels that Jimmy, as a paper clip salesman with an overwhelming happy-go-lucky attitude, is not driven enough to be husband material. That doesn't stop Jimmy's pursuit of Millie. In her association with Jimmy, Millie meets flamboyant wealthy Renaissance woman Muzzy Van Hossmere. Jimmy's father once worked as Muzzy's gardener. Originally from humble means much like Millie, Muzzy tries to convince Millie that true love will lead to happiness, as that is what happened when she met the now deceased Mr. Van Hossmere who she had no idea was rich. In other goings-on among this new circle of friends, Miss Dorothy leaves New York without a word to anyone except Mrs. Meers. Thinking this situation rather odd, Millie connects Miss Dorothy's leaving with that of other girls previously living at the Priscilla Hotel. With Mr. Graydon's help, Jimmy and Millie try to find out what happened to Miss Dorothy."
In Cold Blood,1967,"Biography, Crime, Drama","In meeting in Kansas, ex-cons Perry Smith and Dick Hickock are breaking several conditions of their respective paroles. The meeting, initiated by Dick, is to plan and eventually carry out a robbery based on information he had received from a fellow inmate about $10,000 cash being locked in a hidden safe in the home of the farming Clutter family of Holcomb, Kansas. After the robbery, they plan on going to Mexico permanently to elude capture by the police. Each brings a necessary personality to the partnership to carry out the plan, Dick who is the brash manipulator, Perry the outwardly more sensitive but unrealistic dreamer with a violent streak under the surface. Perry literally carries all his dreams in a large box he takes with him wherever he goes. The robbery does not go according to plan in any respect, the pair who ultimately hogtie and execute all four members of the Clutter family, only coming away from the home with $43 in cash. As Perry and Dick go on the run, a murder investigation ensues, led by Topeka based Detective Alvin Dewey. If Dewey and his team are able eventually to identify the pair as the murderers and capture them, they, if they understand the two, may get their much needed confessions in dividing and conquering. Perry and Dick's fates may also be regardless of who literally pulled the trigger."
Concert for George,2003,"Documentary, Music","George Harrison's friends, family, and bandmates unite for a tribute concert on the one-year anniversary of his death."
Elephant,2003,"Crime, Drama, Thriller",A day in the lives of a group of average teenage high school students. The film follows every character and shows their daily routines. However two of the students plan to do something that the student body won't forget.
Dorm Daze,2003,"Comedy, Crime, Mystery","Dorm Daze unfolds during a crazy afternoon at a university co-ed dormitory in the days before Christmas break when one of the students, Styles McFee, hires a prostitute named Dominique for his unwitting brother, Booker, to lose his virginity. But Booker prefers to lose his virginity to his long-term sweetheart Rachel just down the hall. Meanwhile, another student, named Wang, awaits the arrival of a French foreign exchange student, who speaks little English, also named Dominique. Farcical wackiness ensues as a series of mistaken identities and mishaps escalate into monumental proportions starting when Wang leaves for work, Dominique the Student arrives and is mistaken for the prostitute by Styles, while Dominique the Hooker is mistaken for the student by others including the two dorm gossip queens Lynne and Marla. Other characters involve Adrienne, who is targeted by the dorm geek, Newmar, with whom they had a drunken fling the night before. Adrienne tries to find a missing handbag belonging to her friend, Claire, who is having boyfriend troubles with Tony. Adrienne's roommate, Gerri, inadvertently gets her hands on another handbag similar looking to Claire's which is filled with $30,000 in cash. Gerri is soon mistaken for a shadowy hit woman, named Britany the Snake, by a local gangster named Lorenzo. Elsewhere, Pete's punk friend Cliff enters the dorm when Pete has to go to work. Cliff soon teams up with Dominique the Hooker to find the missing handbag with the cash while the token gay student Foosball works his way through all the plots of this collegiate comedy of Shakespearean proportions."
Gothika,2003,"Horror, Mystery, Thriller","Dr. Miranda Grey is a psychiatrist who works in a penitentiary, in the mental institution sector. She is married with Dr. Douglas Grey, the chief of department where Dr. Pete Graham also works. Chloe Sava, a patient of Dr. Miranda formerly abused by her stepfather, claims that she is frequently raped by the devil in her cell. After leaving the asylum in a stormy night, Dr. Miranda has a car accident, and when she wakes up, she is an inmate of the institution, being accused of an horrible crime and having no memory of the incident."
Dopamine,2003,"Comedy, Drama, Romance","Rand, Winston, and Johnson have a small tech startup company in the Bay Area that's developing a artificially-lived computer character, Koy Koy the bird, who can hear and see and interact with the user. Koy Koy gets placed in a kids schoolroom for testing, and Rand develops a relationship with one of the teachers, Sarah. Rand learns that his scientific understanding of human mating isn't necessarily a roadmap for the real thing."
A Decade Under the Influence,2003,Documentary,"The 1970s was an extraordinary time of rebellion, of questioning every accepted idea: political activism, hedonism, protests, the sexual revolution, the women's movement, the civil rights movement, the music revolution, rage and liberation. Every standard by which we set our social and cultural clocks was either turned inside out or thrown away completely and reinvented. For American cinema, the 1970s was an era during which a new generation of filmmakers created work for a new kind of audience--moviegoers who were hungry for stories that reflected their own experiences and who were turning their backs on aged old studio formulas. As a result, emerging filmmakers influenced by foreign directors such as Godard, Kurosawa and Fellini coupled with the social climate and a struggling studio system, converged to create a new kind of moviemaking. Through their choice of material, filmmakers such as Francis Ford Coppola, Martin Scorsese, Robert Altman, Peter Bogdanovich, William Friedkin, Roger Corman and Paul Schrader revolutionized mainstream movies and for the first time personal visions were coming out of the studio system."
Camp,2003,"Comedy, Musical, Drama","Misfits in their lives back home, a group of young people live it up at musical-theater camp. While the sports counselor is completely ignored, the kids' spend all their time in rehearsal for a grueling schedule that involves a new show every two weeks. Several personal stories come to the fore. Is talented golden-boy Vlad honest in his feelings about Ellen? Can cross-dressing Michael have a relationship with his parents? Will one-hit-wonder musical playwrite and now camp counselor Bert Hanley remain mired in drink and cynicism? Fireworks are in store when Fritzi, who slavishly serves glamour girl Jill, is finally told to get a life, and the parents of Jenna, whose jaw has been wired shut in a compromise to avoid being sent to ""fat camp"", learn a valuable lesson at the summer's big end-of-season benefit."
Bus 174,2002,"Documentary, Crime","Documentary depicts what happened in Rio de Janeiro on June 12th 2000, when bus 174 was taken by an armed young man, threatening to shoot all the passengers. Transmitted live on all Brazilian TV networks, this shocking and tragic-ending event became one of violence's most shocking portraits, and one of the scariest examples of police incompetence and abuse in recent years."
The Station Agent,2003,"Comedy, Drama","When his only friend and co-worker dies, a young man born with dwarfism moves to an abandoned train depot in rural New Jersey. Though he tried to maintain a life of solitude, he is soon entangled with an artist who is struggling with a personal tragedy and an overly friendly Cuban hot-dog vendor."
Girls Will Be Girls,2003,"Comedy, Romance","Three actresses at various places on the Hollywood food chain navigate the minefield of love, aging, and ambition. Oh, and they're all played by men!"
Spy Kids 3: Game Over,2003,"Action, Adventure, Comedy","Under-age agents Juni and Carmen Cortez set out on their newest most mind-blowing mission yet: journeying inside the virtual reality world of a 3-D video game designed to outsmart them, as the awe-inspiring graphics and creatures of gaming come to real life. Relying on humor, gadgetry, bravery, family bonds and lightning-quick reflexes, the Spy Kids must battle through tougher and tougher levels of the game, facing challenges that include racing against road warriors and surfing on boiling lava, in order to save the world from a power hungry villain."
The Missing,2003,"Adventure, Thriller, Western","In 19th-century New Mexico, a father (Tommy Lee Jones) comes back home, hoping to reconcile with his adult daughter Maggie (Cate Blanchett). Maggie's daughter is kidnapped, forcing father and estranged daughter to work together to get her back."
The Barbarian Invasions,2003,"Comedy, Crime, Drama","In this belated sequel to 'The Decline of the American Empire', 50-something Montreal college professor, Remy, learns that he is dying of liver cancer. He decides to make amends meet to his friends and family before he dies. He first tries to made peace with his ex-wife Louise, who asks their estranged son Sebastian, a successful businessman living in London, to come home. Sebastian makes the impossible happen, using his contacts and disrupting the entire Canadian system in every way possible to help his father fight his terminal illness to the bitter end, while he also tries to reunite his former friends, Pierre, Alain, Dominique, Diane, and Claude to see their old friend before he passes on."
The Haunted Mansion,2003,"Comedy, Family, Fantasy","Married realtors Jim and Sara with their children go to Gracey Manor and Mr. Gracey is enamored with Sara and they discover that Sara looks like Mr. Gracey's old girlfriend, Elizabeth, who died young and they think it was a suicide but discover something more sinister."
DysFunktional Family,2003,"Comedy, Documentary","Concert performance of Eddie Griffin that includes behind-the-scenes documentary footage detailing the stand-up comedian's personal life and family as he travels to a family reunion to reunite with the cast of characters who are the root of his comedy: his mother, an uncle who was an ex-pimp, and his Uncle Curtis, who pontificates on his career as a porno director."
Wonderland,2003,"Crime, Drama, Mystery","John Holmes was a legend of the porn industry and revered in circles as a stud. But in 1981, years after his successful career and star fading, Holmes was a desperate man with his own internal demons to live up to. He's estranged from his wife, holding onto a relationship with his teenage mistress, and living as a junkie in search of his next fix. But one fateful night left four people dead and John as a key suspect in one of the most grisly murders in Los Angeles. Was he partly responsible for what happened at Wonderland Avenue?"
Lost in Translation,2003,Drama,"Middle-aged American movie star Bob Harris is in Tokyo to film a personal endorsement Suntory whiskey ad solely for the Japanese market. He is past his movie star prime, but his name and image still have enough cachet for him to have gotten this lucrative $2 million job. He has an unsatisfying home life where his wife Lydia follows him wherever he goes - in the form of messages and faxes - for him to deal with the minutiae of their everyday lives, while she stays at home to look after their kids. Staying at the same upscale hotel is fellow American, twenty-something recent Yale Philosophy graduate Charlotte, her husband John, an entertainment still photographer, who is on assignment in Japan. As such, she is largely left to her own devices in the city, especially when his job takes him out of Tokyo. Both Bob and Charlotte are feeling lost by their current situations, which are not helped by the cultural barriers they feel in Tokyo, those cultural barriers extending far beyond just not knowing the language. After a few chance encounters in the hotel, they end up spending much of their time hanging out together, each helping the other deal with their feelings of loss in their current lives. The friendship that develops between the two, which is not always a bumpy-free one, may be just for this specific place and time, but it may also have long lasting implications."
Yossi & Jagger,2002,"Drama, Romance, War","Yossi is a Commander at an Israeli outpost near Lebanon. He is however involved in a secret, passionate love affair with his second in command (nicknamed Jagger). The two will often sneak off from the outpost to spend time together. A failed ambush during a full moon leaves Jagger mortally wounded and forces Yossi to finally express his love."
Stevie,2002,Documentary,"He began a film, a search, to discover not only what had happened to Stevie over the past ten years but to understand the forces that had shaped his entire life. Part way through the filming, Stevie is arrested and charged with a serious crime that tears his family apart. What was to be a modest profile turns into a intimate four and half year chronicle of Stevie, his broken family, the criminal justice system and the filmmaker himself, as they all struggle with what Stevie has done and who he has become."
Spellbound,2002,"Documentary, Comedy, Thriller","This documentary follows 8 teens and pre-teens as they work their way toward the finals of the Scripps Howard national spelling bee championship in Washington D.C. All work quite hard and practice daily, first having to win their regional championship before they can move on. Interviews include the parents and teachers who are working with them. The competitors not only work hard to get to the finals but face tremendous pressure as the original group of over 250 competitors is whittled down and the words they must spell get ever more difficult."
"Legally Blonde 2: Red, White & Blonde",2003,Comedy,"Sassy postgrad Elle Woods is all about animal rights. In fact, she puts her nuptial plans on hold to head to Washington D.C. to get an anti-animal testing bill passed. Her building's doorman quickly shows her the ways and workings of our nation's capital."
School of Rock,2003,"Comedy, Music","Down and out rock star Dewey Finn gets fired from his band, and he faces a mountain of debts and depression. He takes a job as a 4th grade substitute teacher at an uptight private school where his attitude and hijinx have a powerful effect on his students. He also meets Zack, a 10-year-old guitar prodigy, who could help Dewey win a ""battle of the bands"" competition, which would solve his financial problems and put him back in the spotlight."
Cold Creek Manor,2003,"Mystery, Thriller","Wanting to escape city life for the countryside, New Yorkers Cooper Tilson (Quaid), his wife Leah (Stone) and their two children move into a dilapidated old mansion still filled with the possessions of the previous family. Turning it into their dream house soon becomes a living nightmare when the previous owner (Dorff) shows up, and a series of terrifying incidents lead them on a spine-tingling search for clues to the estate's dark and lurid past..."
Mambo Italiano,2003,"Comedy, Drama, Romance","Angelo Barberini is the oddball son of Italian immigrants Gino and Maria, who inadvertently ended up in Canada rather than the States. Angelo shocks his parents by moving out on his own without getting married, and shocks them further still when he reveals that he's gay. But his boyfriend, policeman Nino Paventi isn't as ready to come out of the closet -- especially not to his busybody mother, Lina."
Charly,2002,"Comedy, Drama, Romance","Sam Roberts thinks he has all the answers: the purpose of life, the meaning of love, the plan for a perfect future. Until Charly walks into his life. As different as Salt Lake City and New York City, Sam and Charly are thrown together by circumstance and repelled by differences. He's scheduled and idealistic. She's spontaneous and cynical. He's guarded and practical. She's open and mischevious. He's a Mormon. She isn't. Differences spark interest, though, as Charly finds depth in Sam's idealism and Sam seeks the vibrance of Charly's joie de vivre. But all is not smooth in the Rockies, as their relationship accelerates - cultural differences, family issues, former loves and life-altering challenges threaten to shake things up."
Blue Collar Comedy Tour: The Movie,2003,"Comedy, Documentary",The comedic stylings of four sort-of famous funnymen are brought to the big screen courtesy of this 2002 documentary.
Hollywood Homicide,2003,"Action, Comedy, Crime","When not solving murders in Tinseltown, Detective Joe Gavilan and his rookie partner Kasey Calden both moonlight in other fields: Gavilan sells real estate (poorly), and Calden aspires to become an actor (Brando, namely). Assigned to the vicious in-club slaying of a promising young rap act, the two detective delve into the recording industry where they hope to find answers - ideally ones that also come with property buyers or auditions."
Seabiscuit,2003,"Drama, History, Sport","It's the Depression, and everyone needs to hold onto a dream to get them through the bad times. Car maker Charles Howard is no different, he who is trying to rebuild his life after the tragic death of his only child and the resulting end of his first marriage. With second wife Marcela at his side, Charles wants to get into horse racing and ends up with a team of underdogs who are also chasing their own dream. The first is trainer Tom Smith, who has a natural instinct to spot the capabilities of horses. The second is the horse Tom chooses for Charles, Seabiscuit, an unconventional choice as despite his pedigreed lineage, Seabiscuit is small at fifteen and a half hands tall with a slight limp. But Tom can see something in Seabiscuit's nature to make him a winner, if only Seabiscuit can be retrained from his inbred losing ways. And third is the jockey they decide to hire, Johnny ""Red"" Pollard, so nicknamed because of his hair color. Like Tom, Red has always shown a natural way with horses, but a difficult upbringing due solely to the Depression has made Red an angry young man, which has gotten him into trouble both on and off the track. And he is large for a jockey, and thus he always feels the need to battle the weight issue. Another common trait between Tom, Seabiscuit and Red is that they have been called crazy by those in traditional horse racing circles. Against the odds, Seabiscuit, with his human team behind him, does show his winning abilities and captures the imagination of all those others wanting to believe in a dream. But Seabiscuit's victories are at smaller races. As such, Charles aims high and wants Seabiscuit to race Triple Crown winner War Admiral, who by all accounts is a winner and should be a winner. If given the chance to race against War Admiral (whose owner doesn't want to race as he feels he has nothing to prove), will Seabiscuit and his team continue to keep the dreams of the common Americans alive? Through the good and the bad, especially as Red and Seabiscuit face mirroring problems, they all have to decide what is in their collective best interest."
Freddy vs. Jason,2003,"Action, Horror","It's been nearly ten years since Freddy Krueger terrorized people in the dreams, and the towns folk want to keep him erased from their memory. Freddy still has one more plan on getting back to Elm Street. He resurrects Jason Voorhees and sends him off to kill. The more bodies which fall to the ground, the stronger in which Freddy becomes. This is until, Freddy realizes that Jason isn't going to step aside easily, and must be taken down himself."
Dumb and Dumberer: When Harry Met Lloyd,2003,Comedy,"It's the 1980s, and it's the moment that Lloyd Christmas and Harry Dunne meet. The two individuals are seen by many as 'special', and become best friends as soon as they meet. Principal Collins and his lover, the lunch lady Ms. Heller, want to make as much money out of scams, and their next idea is to create a special needs class. Ms. Heller is the teacher, and they have assigned Harry and Lloyd to round the special students up. School News Reporter Jessica is suspicious though, and desperately tries to find out the truth, even if it means gaining Harry and Lloyd's help."
Comedian,2002,"Documentary, Comedy","Fresh from the success of his sitcom, comedian Jerry Seinfeld decided to do the unimaginable: he completely retired his stand-up act, electing to start over again by developing entirely new material. ""Comedian"" follows Seinfeld through this process, as he rehearses in front of small comedy club audiences, meets with fellow comics and finally appears before a national audience."
Brother Bear,2003,"Animation, Adventure, Comedy","Kenai, a man who resents bears after a fight with one kills his older brother, is turned into a bear so he can see life from a different perspective. He is visited by the spirit of his older brother, and is told that, if he wishes to be changed back into a human, he must travel to the place where the lights touch the Earth, in other words, the Northern Lights. Fueled by hope, Kenai sets off on his long journey, and, along the way, encounters a younger bear, Koda, who is a chatterbox and a fun-loving spirit; Koda is trying to find his way back to his home, the Salmon Run, which, coincidentally, is right next to where the lights touch the Earth. Koda and Kenai team up, but are hunted by Kenai's other brother, Denahi, who fears that the bear has killed Kenai as well. Along the way, the two bears meet other friends, including two moose, some rams, and some mammoths, with whom they hitch a ride. However, Kenai discovers that he likes being a bear, and realizes that humans aren't only afraid of bears; through Koda's eyes, the humans are the monsters, with their long spears. With a whole new view on life, Kenai makes a decision that will change his world forever."
American Wedding,2003,Comedy,"Jim Levenstein has finally found the courage to ask his girlfriend, Michelle Flaherty to marry him. She agrees to get married, but the problems don't stop there for Jim. Now along with Paul Finch and Kevin Myers, Jim must plan the wedding. Unfortunately Steve Stifler is in town and won't let the wedding go past without having some fun himself, which includes setting up a secret bachelor party."
